ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Paratico,80016190177,PagoPA SpA,15376371009
Comune di Paratico,80016190177,Poste Italiane S.P.A.,97103880585
Comune di Paratico,80016190177,Regione Lombardia,80050050154
Comune di Paratico,80016190177,Novares Spa,12105121003
Comune di Paratico,80016190177,eRemind srl – PMPAY,11311050964
Comune di Paratico,80016190177,E-Fil S.r.l.,03789750100
Comune di Parcines,82003190210,PagoPA SpA,15376371009
Comune di Parcines,82003190210,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Parcines,82003190210,Alto Adige Riscossioni Spa,02805390214
Comune di Parella,01783820010,Regione Piemonte,80087670016
Comune di Parella,01783820010,PagoPA SpA,15376371009
Comune di Parenti,00352000780,PagoPA SpA,15376371009
Comune di Parenti,00352000780,Regione Calabria,02205340793
Comune di Parenti,00352000780,Next Step Solution,02554480349
Comune di Parete,81001710615,CityPoste Payment Digital S.r.l.,02003750672
Comune di Parete,81001710615,PagoPA SpA,15376371009
Comune di Parete,81001710615,Poste Italiane S.P.A.,97103880585
Comune di Parete,81001710615,MEG TRIBUTI S.p.A.,16215731007
Comune di Pareto,00460570062,Siscom SPA,01778000040
Comune di Pareto,00460570062,Regione Piemonte,80087670016
Comune di Pareto,00460570062,PagoPA SpA,15376371009
Comune di Parghelia,00324940790,PagoPA SpA,15376371009
Comune di Parghelia,00324940790,Next Step Solution,02554480349
Comune di Parghelia,00324940790,Poste Italiane S.P.A.,97103880585
Comune di Parghelia,00324940790,ASSIST SPA,10596000017
Comune di Parghelia,00324940790,ARCA Servizi s.r.l,09106071005
Comune di Parlasco,00598500130,PagoPA SpA,15376371009
Comune di Parlasco,00598500130,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Parma,00162210348,PagoPA SpA,15376371009
Comune di Parma,00162210348,Lepida Spa,02770891204
Comune di Parma,00162210348,Next Step Solution,02554480349
Comune di Parodi Ligure,00383990066,Regione Piemonte,80087670016
Comune di Parodi Ligure,00383990066,PagoPA SpA,15376371009
Comune di Paroldo,00480700046,Siscom SPA,01778000040
Comune di Paroldo,00480700046,PagoPA SpA,15376371009
Comune di Parolise,80012620649,PagoPA SpA,15376371009
Comune di Parolise,80012620649,CREDEMTEL SpA,01378570350
Comune di Parolise,80012620649,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Parona,83001230180,PagoPA SpA,15376371009
Comune di Parona,83001230180,Regione Lombardia,80050050154
Comune di Parona,83001230180,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Parona,83001230180,Maggioli SPA,06188330150
Comune di Parrano,81001460559,Regione Umbria,80000130544
Comune di Parrano,81001460559,PagoPA SpA,15376371009
Comune di Parrano,81001460559,P.A. Digitale spa,06628860964
Comune di Parre,00348260167,San Marco SPA,04142440728
Comune di Parre,00348260167,PagoPA SpA,15376371009
Comune di Parre,00348260167,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Parre,00348260167,CREDEMTEL SpA,01378570350
Comune di Partanna,00239820814,UNIMATICA-RGI S.p.A.,02098391200
Comune di Partanna,00239820814,Poste Italiane S.P.A.,97103880585
Comune di Partanna,00239820814,PagoPA SpA,15376371009
Comune di Partanna,00239820814,Advanced Systems S.p.A.,03383350638
Comune di Partinico,00601920820,PagoPA SpA,15376371009
Comune di Partinico,00601920820,Poste Italiane S.P.A.,97103880585
Comune di Partinico,00601920820,Dedagroup Public Services S.R.L.,01727860221
Comune di Paruzzaro,00427950035,Siscom SPA,01778000040
Comune di Paruzzaro,00427950035,San Marco SPA,04142440728
Comune di Paruzzaro,00427950035,PagoPA SpA,15376371009
Comune di Paruzzaro,00427950035,Maggioli SPA,06188330150
Comune di Parzanica,00543130165,PagoPA SpA,15376371009
Comune di Parzanica,00543130165,APKAPPA S.R.L.,08543640158
Comune di Pasian di Prato,00477160303,PagoPA SpA,15376371009
Comune di Pasian di Prato,00477160303,Maggioli SPA,06188330150
Comune di Pasian di Prato,00477160303,S.T.E.P. SRL,02104860909
Comune di Pasian di Prato,00477160303,CREDEMTEL SpA,01378570350
Comune di Pasian di Prato,00477160303,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Pasiano di Pordenone,00207740937,PagoPA SpA,15376371009
Comune di Pasiano di Pordenone,00207740937,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pasiano di Pordenone,00207740937,Novares Spa,12105121003
Comune di Pasiano di Pordenone,00207740937,Optimia Srls,10893490960
Comune di Pasiano di Pordenone,00207740937,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Pasiano di Pordenone,00207740937,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Paspardo,81002610178,PagoPA SpA,15376371009
Comune di Paspardo,81002610178,CREDEMTEL SpA,01378570350
Comune di Passerano Marmorito,80003750058,Siscom SPA,01778000040
Comune di Passerano Marmorito,80003750058,PagoPA SpA,15376371009
Comune di Passignano sul Trasimeno,00443490545,PagoPA SpA,15376371009
Comune di Passignano sul Trasimeno,00443490545,Dedagroup Public Services S.R.L.,01727860221
Comune di Passignano sul Trasimeno,00443490545,CREDEMTEL SpA,01378570350
Comune di Passignano sul Trasimeno,00443490545,ANDREANI TRIBUTI srl,01412920439
Comune di Passirano,00455600171,PagoPA SpA,15376371009
Comune di Passirano,00455600171,Regione Lombardia,80050050154
Comune di Passirano,00455600171,CREDEMTEL SpA,01378570350
Comune di Passirano,00455600171,Optimia Srls,10893490960
Comune di Passirano,00455600171,ASSIST SPA,10596000017
Comune di Passirano,00455600171,Open Software S.r.l.,02810000279
Comune di Pastena,00302050604,PagoPA SpA,15376371009
Comune di Pastorano,02703380614,PagoPA SpA,15376371009
Comune di Pastorano,02703380614,Publiservizi srl,03218060659
Comune di Pastrengo,00721100238,PagoPA SpA,15376371009
Comune di Pastrengo,00721100238,Abaco Spa,02391510266
Comune di Pastrengo,00721100238,CREDEMTEL SpA,01378570350
Comune di Pastrengo,00721100238,Regione del Veneto,80007580279
Comune di Pasturana,00464350065,Optimia Srls,10893490960
Comune di Pasturana,00464350065,PagoPA SpA,15376371009
Comune di Pasturana,00464350065,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Pasturana,00464350065,APKAPPA S.R.L.,08543640158
Comune di Pasturo,83006950139,PagoPA SpA,15376371009
Comune di Pasturo,83006950139,P.A. Digitale spa,06628860964
Comune di Pasturo,83006950139,Regione Lombardia,80050050154
Comune di Pasturo,83006950139,eRemind srl – PMPAY,11311050964
Comune di Pasturo,83006950139,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Paterno,80003290766,PagoPA SpA,15376371009
Comune di Paterno,80003290766,WEMAPP SRLS,01931590762
Comune di Paterno,80003290766,Regione Basilicata,80002950766
Comune di Paterno',00243770872,PagoPA SpA,15376371009
Comune di Paterno',00243770872,Comune di Catania,00137020871
Comune di Paterno Calabro,80003870781,PagoPA SpA,15376371009
Comune di Paterno Calabro,80003870781,Noviservice srl,02789990922
Comune di Paterno Calabro,80003870781,Regione Calabria,02205340793
Comune di Paterno Calabro,80003870781,E-Fil S.r.l.,03789750100
Comune di Paternopoli,82000650646,PagoPA SpA,15376371009
Comune di Paternopoli,82000650646,Noviservice srl,02789990922
Comune di Paternopoli,82000650646,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Patrica,00283070605,PagoPA SpA,15376371009
Comune di Patrica,00283070605,eRemind srl – PMPAY,11311050964
Comune di Pattada,00247490907,PagoPA SpA,15376371009
Comune di Pattada,00247490907,Numera Sistemi e Informatica SpA,01265230902
Comune di Patti,00124600834,UNIMATICA-RGI S.p.A.,02098391200
Comune di Patti,00124600834,PagoPA SpA,15376371009
Comune di Patti,00124600834,Maggioli SPA,06188330150
Comune di Patti,00124600834,Poste Italiane S.P.A.,97103880585
Comune di Patti,00124600834,CREDEMTEL SpA,01378570350
Comune di Patti,00124600834,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Patu',81003250750,PagoPA SpA,15376371009
Comune di Patu',81003250750,Regione Puglia,80017210727
Comune di Patu',81003250750,ITALSET SRL,03890260759
Comune di Patu',81003250750,Dedagroup Public Services S.R.L.,01727860221
Comune di Patu',81003250750,APKAPPA S.R.L.,08543640158
Comune di Pau,80030320958,PagoPA SpA,15376371009
Comune di Pau,80030320958,Regione Autonoma della Sardegna,80002870923
Comune di Paularo,84001450307,PagoPA SpA,15376371009
Comune di Paularo,84001450307,E-Fil S.r.l.,03789750100
Comune di Paularo,84001450307,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Pauli Arbarei,82000530921,PagoPA SpA,15376371009
Comune di Pauli Arbarei,82000530921,Regione Autonoma della Sardegna,80002870923
Comune di Paulilatino,00072980956,PagoPA SpA,15376371009
Comune di Paulilatino,00072980956,Poste Italiane S.P.A.,97103880585
Comune di Paulilatino,00072980956,Numera Sistemi e Informatica SpA,01265230902
Comune di Paullo,84503130159,PagoPA SpA,15376371009
Comune di Paullo,84503130159,Maggioli SPA,06188330150
Comune di Paullo,84503130159,Regione Lombardia,80050050154
Comune di Paullo,84503130159,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Paullo,84503130159,Advanced Systems S.p.A.,03383350638
Comune di Paullo,84503130159,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Paupisi,00061330627,UNIMATICA-RGI S.p.A.,02098391200
Comune di Paupisi,00061330627,PagoPA SpA,15376371009
Comune di Pavarolo,90011120012,PagoPA SpA,15376371009
Comune di Pavarolo,90011120012,Noviservice srl,02789990922
Comune di Pavia,00296180185,PagoPA SpA,15376371009
Comune di Pavia,00296180185,Maggioli SPA,06188330150
Comune di Pavia,00296180185,Regione Lombardia,80050050154
Comune di Pavia,00296180185,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pavia,00296180185,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Pavia,00296180185,Next Step Solution,02554480349
Comune di Pavia di Udine,00469890305,PagoPA SpA,15376371009
Comune di Pavia di Udine,00469890305,E-Fil S.r.l.,03789750100
Comune di Pavia di Udine,00469890305,S.T.E.P. SRL,02104860909
Comune di Pavia di Udine,00469890305,Regione Autonoma Friuli-Venezia Giulia,80014930327
Comune di Pavone Canavese,01700790015,Siscom SPA,01778000040
Comune di Pavone Canavese,01700790015,PagoPA SpA,15376371009
Comune di Pavone Canavese,01700790015,Traffic Tecnology SpA,03298520242
Comune di Pavone Canavese,01700790015,Maggioli SPA,06188330150
Comune di Pavone del Mella,00759970171,PagoPA SpA,15376371009
Comune di Pavone del Mella,00759970171,Regione Lombardia,80050050154
Comune di Pavone del Mella,00759970171,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pavone del Mella,00759970171,CREDEMTEL SpA,01378570350
Comune di Pavone del Mella,00759970171,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Pavullo Nel Frignano,00223910365,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Pavullo Nel Frignano,00223910365,PagoPA SpA,15376371009
Comune di Pavullo Nel Frignano,00223910365,Lepida Spa,02770891204
Comune di Pavullo Nel Frignano,00223910365,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Pazzano,81001230804,UNIMATICA-RGI S.p.A.,02098391200
Comune di Pazzano,81001230804,PagoPA SpA,15376371009
Comune di Pazzano,81001230804,Poste Italiane S.P.A.,97103880585
Comune di Pazzano,81001230804,CREDEMTEL SpA,01378570350
Comune di Pazzano,81001230804,Next Step Solution,02554480349
Comune di Peccioli,00201900503,Regione Toscana,01386030488
Comune di Peccioli,00201900503,PagoPA SpA,15376371009
Comune di Peccioli,00201900503,Maggioli SPA,06188330150
Comune di Peccioli,00201900503,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Pecetto di Valenza,00368630067,Regione Piemonte,80087670016
Comune di Pecetto di Valenza,00368630067,PagoPA SpA,15376371009
Comune di Pecetto di Valenza,00368630067,CREDEMTEL SpA,01378570350
Comune di Pecetto Torinese,90002610013,PagoPA SpA,15376371009
Comune di Pecetto Torinese,90002610013,Siscom SPA,01778000040
Comune di Pecetto Torinese,90002610013,Novares Spa,12105121003
Comune di Pecetto Torinese,90002610013,E-Fil S.r.l.,03789750100
Comune di Pecetto Torinese,90002610013,Technical Design s.r.l.,00595270042
Comune di Pecetto Torinese,90002610013,Trisoft Executive Services S.R.L.,08102710012
Comune di Pedace,00354000788,E-Fil S.r.l.,03789750100
Comune di Pedara,81002570877,PagoPA SpA,15376371009
Comune di Pedara,81002570877,Maggioli SPA,06188330150
Comune di Pedara,81002570877,Comune di Catania,00137020871
Comune di Pedaso,81001950443,PagoPA SpA,15376371009
Comune di Pedaso,81001950443,ITALSET SRL,03890260759
Comune di Pedaso,81001950443,E-Fil S.r.l.,03789750100
Comune di Pedaso,81001950443,Regione Marche,80008630420
Comune di Pedaso,81001950443,ANDREANI TRIBUTI srl,01412920439
Comune di Pedavena,00161370259,PagoPA SpA,15376371009
Comune di Pedavena,00161370259,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pedavena,00161370259,P.A. Digitale spa,06628860964
Comune di Pedavena,00161370259,Regione del Veneto,80007580279
Comune di Pedemonte,84001630247,PagoPA SpA,15376371009
Comune di Pedemonte,84001630247,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pedemonte,84001630247,Regione del Veneto,80007580279
Comune di Pederobba,83001210265,PagoPA SpA,15376371009
Comune di Pederobba,83001210265,Abaco Spa,02391510266
Comune di Pederobba,83001210265,Regione del Veneto,80007580279
Comune di Pedesina,00098670144,PagoPA SpA,15376371009
Comune di Pedesina,00098670144,Regione Lombardia,80050050154
Comune di Pedivigliano,80003330786,PagoPA SpA,15376371009
Comune di Pedivigliano,80003330786,Next Step Solution,02554480349
Comune di Pedrengo,80035830167,PagoPA SpA,15376371009
Comune di Pedrengo,80035830167,Novares Spa,12105121003
Comune di Pedrengo,80035830167,Maggioli SPA,06188330150
Comune di Peglio,00689040137,PagoPA SpA,15376371009
Comune di Peglio,00689040137,Regione Lombardia,80050050154
Comune di Peglio,00689040137,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Peglio,00689040137,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Peglio,00360610414,Hera S.p.A.,04245520376
Comune di Peglio,00360610414,PagoPA SpA,15376371009
Comune di Peglio,00360610414,Regione Marche,80008630420
Comune di Peglio,00360610414,ANDREANI TRIBUTI srl,01412920439
Comune di Pegognaga,00217110204,PagoPA SpA,15376371009
Comune di Pegognaga,00217110204,Maggioli SPA,06188330150
Comune di Pegognaga,00217110204,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pegognaga,00217110204,CREDEMTEL SpA,01378570350
Comune di Pegognaga,00217110204,E-Fil S.r.l.,03789750100
Comune di Pegognaga,00217110204,Abaco Spa,02391510266
Comune di Peia,81001780162,PagoPA SpA,15376371009
Comune di Peia,81001780162,Regione Lombardia,80050050154
Comune di Peia,81001780162,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Peia,81001780162,CREDEMTEL SpA,01378570350
Comune di Peia,81001780162,San Marco SPA,04142440728
Comune di Peio,00308670223,Provincia Autonoma di Trento,00337460224
Comune di Peio,00308670223,PagoPA SpA,15376371009
Comune di Peio,00308670223,E-Fil S.r.l.,03789750100
Comune di Pelago,01369050487,PagoPA SpA,15376371009
Comune di Pelago,01369050487,SILFI Spa,06625660482
Comune di Pelago,01369050487,Maggioli SPA,06188330150
Comune di Pelago,01369050487,CREDEMTEL SpA,01378570350
Comune di Pelago,01369050487,Optimia Srls,10893490960
Comune di Pelago,01369050487,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Pelago,01369050487,Regione Toscana,01386030488
Comune di Pella,00421670035,Siscom SPA,01778000040
Comune di Pella,00421670035,PagoPA SpA,15376371009
Comune di Pellegrino Parmense,00449420348,PagoPA SpA,15376371009
Comune di Pellegrino Parmense,00449420348,Lepida Spa,02770891204
Comune di Pellegrino Parmense,00449420348,CREDEMTEL SpA,01378570350
Comune di Pellizzano,00149130221,Provincia Autonoma di Trento,00337460224
Comune di Pellizzano,00149130221,PagoPA SpA,15376371009
Comune di Pellizzano,00149130221,E-Fil S.r.l.,03789750100
Comune di Pelugo,86003230223,Provincia Autonoma di Trento,00337460224
Comune di Pelugo,86003230223,PagoPA SpA,15376371009
Comune di Pelugo,86003230223,Argentea S.r.l.,02260390220
Comune di Penango,80003180058,Siscom SPA,01778000040
Comune di Penango,80003180058,Regione Piemonte,80087670016
Comune di Penango,80003180058,PagoPA SpA,15376371009
Comune di Penna In Teverina,00179200555,Regione Umbria,80000130544
Comune di Penna In Teverina,00179200555,PagoPA SpA,15376371009
Comune di Penna In Teverina,00179200555,ANDREANI TRIBUTI srl,01412920439
Comune di Penna San Giovanni,83002570436,PagoPA SpA,15376371009
Comune di Penna San Giovanni,83002570436,Poste Italiane S.P.A.,97103880585
Comune di Penna San Giovanni,83002570436,Regione Marche,80008630420
Comune di Penna Sant'Andrea,80005210671,PagoPA SpA,15376371009
Comune di Penna Sant'Andrea,80005210671,eRemind srl – PMPAY,11311050964
Comune di Penna Sant'Andrea,80005210671,Agenzia regionale dell'Abruzzo per la Committenza,91022630676
Comune di Pennabilli,00217050418,PagoPA SpA,15376371009
Comune di Pennabilli,00217050418,Lepida Spa,02770891204
Comune di Pennabilli,00217050418,CREDEMTEL SpA,01378570350
Comune di Pennadomo,00248530693,PagoPA SpA,15376371009
Comune di Pennadomo,00248530693,CREDEMTEL SpA,01378570350
Comune di Pennapiedimonte,00235550696,PagoPA SpA,15376371009
Comune di Pennapiedimonte,00235550696,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pennapiedimonte,00235550696,CREDEMTEL SpA,01378570350
Comune di Penne,00224710681,PagoPA SpA,15376371009
Comune di Penne,00224710681,Maggioli SPA,06188330150
Comune di Penne,00224710681,Poste Italiane S.P.A.,97103880585
Comune di Penne,00224710681,ANDREANI TRIBUTI srl,01412920439
Comune di Penne,00224710681,MEG TRIBUTI S.p.A.,16215731007
Comune di Pentone,00220810790,PagoPA SpA,15376371009
Comune di Pentone,00220810790,P.A. Digitale spa,06628860964
Comune di Pentone,00220810790,Dedagroup Public Services S.R.L.,01727860221
Comune di Pentone,00220810790,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Perano,81002440691,PagoPA SpA,15376371009
Comune di Perano,81002440691,SO.G.E.T. S.P.A.,01807790686
Comune di Perano,81002440691,CREDEMTEL SpA,01378570350
Comune di Perarolo di Cadore,00212300255,PagoPA SpA,15376371009
Comune di Perarolo di Cadore,00212300255,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Perarolo di Cadore,00212300255,Maggioli SPA,06188330150
Comune di Perarolo di Cadore,00212300255,Regione del Veneto,80007580279
Comune di Perca,00409340213,PagoPA SpA,15376371009
Comune di Perca,00409340213,Alto Adige Riscossioni Spa,02805390214
Comune di Percile,86001830586,PagoPA SpA,15376371009
Comune di Percile,86001830586,ROMA CAPITALE,02438750586
Comune di Perdasdefogu,82000750917,PagoPA SpA,15376371009
Comune di Perdasdefogu,82000750917,Regione Autonoma della Sardegna,80002870923
Comune di Perdasdefogu,82000750917,E-Fil S.r.l.,03789750100
Comune di Perdaxius,81002390920,PagoPA SpA,15376371009
Comune di Perdaxius,81002390920,Regione Autonoma della Sardegna,80002870923
Comune di Perdifumo,81000490656,PagoPA SpA,15376371009
Comune di Perdifumo,81000490656,ICCREA Banca SpA,04774801007
Comune di Pereto,00181810664,PagoPA SpA,15376371009
Comune di Pereto,00181810664,Maggioli SPA,06188330150
Comune di Perfugas,00261120901,PagoPA SpA,15376371009
Comune di Perfugas,00261120901,Regione Autonoma della Sardegna,80002870923
Comune di Perfugas,00261120901,ANDREANI TRIBUTI srl,01412920439
Comune di Pergine Valsugana,00339190225,Provincia Autonoma di Trento,00337460224
Comune di Pergine Valsugana,00339190225,PagoPA SpA,15376371009
Comune di Pergine Valsugana,00339190225,Dedagroup Public Services S.R.L.,01727860221
Comune di Pergine Valsugana,00339190225,Maggioli SPA,06188330150
Comune di Pergola,81005240411,PagoPA SpA,15376371009
Comune di Pergola,81005240411,Regione Marche,80008630420
Comune di Perinaldo,00193210085,Siscom SPA,01778000040
Comune di Perinaldo,00193210085,PagoPA SpA,15376371009
Comune di Perito,84000990659,PagoPA SpA,15376371009
Comune di Perito,84000990659,CREDEMTEL SpA,01378570350
Comune di Perledo,83005870130,PagoPA SpA,15376371009
Comune di Perledo,83005870130,Regione Lombardia,80050050154
Comune di Perledo,83005870130,P.A. Digitale spa,06628860964
Comune di Perledo,83005870130,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Perletto,00441130044,Siscom SPA,01778000040
Comune di Perletto,00441130044,Regione Piemonte,80087670016
Comune di Perletto,00441130044,PagoPA SpA,15376371009
Comune di Perlo,00515610046,Regione Piemonte,80087670016
Comune di Perlo,00515610046,PagoPA SpA,15376371009
Comune di Perlo,00515610046,CREDEMTEL SpA,01378570350
Comune di Perloz,00139720072,PagoPA SpA,15376371009
Comune di Perloz,00139720072,Regione Autonoma Valle D'Aosta,80002270074
Comune di Pernumia,00669550287,PagoPA SpA,15376371009
Comune di Pernumia,00669550287,Abaco Spa,02391510266
Comune di Pernumia,00669550287,Regione del Veneto,80007580279
Comune di Pero,86502820151,PagoPA SpA,15376371009
Comune di Pero,86502820151,Regione Lombardia,80050050154
Comune di Pero,86502820151,Maggioli SPA,06188330150
Comune di Pero,86502820151,ANDREANI TRIBUTI srl,01412920439
Comune di Perosa Argentina,85002730019,Regione Piemonte,80087670016
Comune di Perosa Argentina,85002730019,PagoPA SpA,15376371009
Comune di Perosa Argentina,85002730019,Maggioli SPA,06188330150
Comune di Perosa Argentina,85002730019,Novares Spa,12105121003
Comune di Perosa Argentina,85002730019,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Perosa Argentina,85002730019,Technical Design s.r.l.,00595270042
Comune di Perosa Canavese,84002970014,Siscom SPA,01778000040
Comune di Perosa Canavese,84002970014,PagoPA SpA,15376371009
Comune di Perrero,85000130014,PagoPA SpA,15376371009
Comune di Perrero,85000130014,Dedagroup Public Services S.R.L.,01727860221
Comune di Perrero,85000130014,CREDEMTEL SpA,01378570350
Comune di Persico Dosimo,00323920199,Consorzio I.T. Srl,01321400192
Comune di Persico Dosimo,00323920199,PagoPA SpA,15376371009
Comune di Persico Dosimo,00323920199,Poste Italiane S.P.A.,97103880585
Comune di Persico Dosimo,00323920199,Regione Lombardia,80050050154
Comune di Persico Dosimo,00323920199,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pertengo,80005290020,Siscom SPA,01778000040
Comune di Pertengo,80005290020,PagoPA SpA,15376371009
Comune di Pertica Alta,87000290178,PagoPA SpA,15376371009
Comune di Pertica Alta,87000290178,Regione Lombardia,80050050154
Comune di Pertica Alta,87000290178,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pertica Alta,87000290178,Softline srl,12299030150
Comune di Pertica Bassa,00780280178,PagoPA SpA,15376371009
Comune di Pertica Bassa,00780280178,Softline srl,12299030150
Comune di Pertica Bassa,00780280178,Regione Lombardia,80050050154
Comune di Pertica Bassa,00780280178,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pertica Bassa,00780280178,APKAPPA S.R.L.,08543640158
Comune di Pertosa,83002370654,PagoPA SpA,15376371009
Comune di Pertosa,83002370654,WEMAPP SRLS,01931590762
Comune di Pertosa,83002370654,Noviservice srl,02789990922
Comune di Pertosa,83002370654,E-Fil S.r.l.,03789750100
Comune di Pertusio,83501630012,Siscom SPA,01778000040
Comune di Pertusio,83501630012,PagoPA SpA,15376371009
Comune di Pertusio,83501630012,Optimia Srls,10893490960
Comune di Perugia,00163570542,PagoPA SpA,15376371009
Comune di Perugia,00163570542,Maggioli SPA,06188330150
Comune di Perugia,00163570542,Softline srl,12299030150
Comune di Perugia,00163570542,Regione Umbria,80000130544
Comune di Perugia,00163570542,"Unicredit, Societa' per Azioni",00348170101
Comune di Perugia,00163570542,Progetti e Soluzioni SPA,06423240727
Comune di Pesaro,00272430414,PagoPA SpA,15376371009
Comune di Pesaro,00272430414,Maggioli SPA,06188330150
Comune di Pesaro,00272430414,Advanced Systems S.p.A.,03383350638
Comune di Pesaro,00272430414,Regione Marche,80008630420
Comune di Pesaro,00272430414,E-Fil S.r.l.,03789750100
Comune di Pesaro,00272430414,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Pescaglia,80003910462,PagoPA SpA,15376371009
Comune di Pescaglia,80003910462,Dedagroup Public Services S.R.L.,01727860221
Comune di Pescaglia,80003910462,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Pescantina,00661770230,PagoPA SpA,15376371009
Comune di Pescantina,00661770230,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pescantina,00661770230,CREDEMTEL SpA,01378570350
Comune di Pescantina,00661770230,eRemind srl – PMPAY,11311050964
Comune di Pescantina,00661770230,Regione del Veneto,80007580279
Comune di Pescantina,00661770230,Abaco Spa,02391510266
Comune di Pescara,00124600685,PagoPA SpA,15376371009
Comune di Pescara,00124600685,Maggioli SPA,06188330150
Comune di Pescarolo Ed Uniti,00304900194,PagoPA SpA,15376371009
Comune di Pescarolo Ed Uniti,00304900194,CREDEMTEL SpA,01378570350
Comune di Pescasseroli,00142680669,PagoPA SpA,15376371009
Comune di Pescasseroli,00142680669,Maggioli SPA,06188330150
Comune di Pescasseroli,00142680669,Mercurio Service spa,01413270669
Comune di Pescasseroli,00142680669,CREDEMTEL SpA,01378570350
Comune di Pescate,00689500130,PagoPA SpA,15376371009
Comune di Pescate,00689500130,Maggioli SPA,06188330150
Comune di Pescate,00689500130,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Pescate,00689500130,APKAPPA S.R.L.,08543640158
Comune di Pesche,00055460943,PagoPA SpA,15376371009
Comune di Pesche,00055460943,CREDEMTEL SpA,01378570350
Comune di Peschici,84000890719,PagoPA SpA,15376371009
Comune di Peschici,84000890719,MUNICIPIA S.P.A.,01973900838
Comune di Peschici,84000890719,Open Software S.r.l.,02810000279
Comune di Peschiera Borromeo,80101570150,PagoPA SpA,15376371009
Comune di Peschiera Borromeo,80101570150,Maggioli SPA,06188330150
Comune di Peschiera Borromeo,80101570150,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Peschiera Borromeo,80101570150,SI.net Servizi Informatici S.r.L.,02743730125
Comune di Peschiera Borromeo,80101570150,San Marco SPA,04142440728
Comune di Peschiera Borromeo,80101570150,APKAPPA S.R.L.,08543640158
Comune di Peschiera del Garda,00245430236,PagoPA SpA,15376371009
Comune di Peschiera del Garda,00245430236,Novares Spa,12105121003
Comune di Peschiera del Garda,00245430236,Argentea S.r.l.,02260390220
Comune di Peschiera del Garda,00245430236,Progetti e Soluzioni SPA,06423240727
Comune di Peschiera del Garda,00245430236,Regione del Veneto,80007580279
