ciBusinessName,ciFiscalCode,ptBusinessName,ptFiscalCode
ISTITUTO COMPRENSIVO - BAISO,80015710355,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BALILLA - M.R. IMBRIANI,93402560721,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARANELLO 'G. BARONE',80001240706,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo - Barano D'Ischia I.C. Anna Baldino,91006040637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARI SARDO,91005680912,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARIANO,92015020164,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARSANTI,94135780487,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BARSANTI,94135780487,Numera Sistemi e Informatica SpA,1265230902
ISTITUTO COMPRENSIVO - BARTOLINI,84032680484,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BARTOLINI,84032680484,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BASSANO ROMANO,80019410564,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BASSANO ROMANO,80019410564,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BATTISTI - GIOVANNI XXIII,93423260723,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BAUNEI,91005750913,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELGIOIOSO,90007630180,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BELGIOIOSO,90007630180,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELLA,80007110762,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BELLA,80007110762,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELLEGRA - FRANCESCO D'ASSISI,93008760584,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BELLUSCO E MEZZAGO,94030940152,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BENEDETTO CROCE - LAURO,80007650643,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - CAMOZZI,95118630169,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERGAMO - CAMOZZI,95118630169,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - DA ROSCIATE,95118530161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - DONADONI,95118820166,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERGAMO - DONADONI,95118820166,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - G.D. PETTENI,95118590165,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERGAMO - G.D. PETTENI,95118590165,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - MAZZI,95118810167,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERGAMO - MAZZI,95118810167,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO - S.LUCIA,95119450161,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERGAMO - S.LUCIA,95119450161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO DE AMICIS,95118790161,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERGAMO DE AMICIS,95118790161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERGAMO V.MUZIO,95118920164,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERGAMO V.MUZIO,95118920164,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERLINGUER,92020790884,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BERLINGUER,92020790884,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BERNEZZO - DUCCIO GALIMBERTI,96060340047,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BETTOLO-XXV LUGLIO - TARANTO,90214480734,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BETTOLO-XXV LUGLIO - TARANTO,90214480734,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BIELLA II,90061110020,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BIELLA III,90061120029,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BITTI,93014170919,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOLOTANA - 'B. R. MOTZO',92003580914,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BOLOTANA - 'B. R. MOTZO',92003580914,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BONACCORSO DA MONTEMAGNO,80008950471,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BONACCORSO DA MONTEMAGNO,80008950471,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BONATE SOPRA - ALDO MORO,91026100163,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BONATE SOPRA - ALDO MORO,91026100163,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BONATE SOTTO I C. 'CLARA LEVI',91025970160,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BONATE SOTTO I C. 'CLARA LEVI',91025970160,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BORGO DI TERZO,95118570167,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BORSI,80006560496,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOSCOREALE IC 1 - CANGEMI,82014760639,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOSCOREALE IC 2 - F. DATI,90078330637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOSCOREALE IC 3 CASTALDI RODARI,90001700633,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOTTICELLI,94188480480,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BOTTICELLI,94188480480,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BOVALINO,81002370807,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BRANCALEONE,90011520807,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BREMBATE SOPRA - F. DELL'ORTO,91031680167,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BREMBATE SOPRA - F. DELL'ORTO,91031680167,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BREMBATE SOTTO,91026030162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BRIENZA,96032770768,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - BRIENZA,96032770768,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BROLO,94007200838,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BRUNO MUNARI - MILANO,80125190159,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUJA,82000500304,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUSANA-ARIOSTO,80016110357,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUSCA GIOSUE CARDUCCI,80016710040,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - BUSNAGO,94042180151,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.CANTU'-MILANO,80124430150,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.CARUSO - ALTAVILLA I.,92046570641,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.CAVOUR - PALAZZOLO,92011660302,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.COLOMBO (CAGLIARI),92104730921,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.D. MAZZINI - S.M. DE CESARE,90044630722,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - C.D. MAZZINI - S.M. DE CESARE,90044630722,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.D. PIETROCOLA - S.M. MAZZINI,90044650720,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - C.D. PIETROCOLA - S.M. MAZZINI,90044650720,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.D. S.G. BOSCO - SM 2 GRUPPO,93423630727,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MARE DI STABIA I.C. DENZA,82009060631,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MARE DI STABIA I.C. DI CAPUA,82008260638,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MMARE I.C. 2 PANZINI,82009150630,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - C.MMARE I.C. 5 KAROL WOJTYLA,90078370633,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CADELBOSCO DI SOPRA,80017210354,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAGLI 'F.MICHELINI TOCCI',82005710411,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAIVANO IC 2 DE GASPERI,93053300633,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CAIVANO IC 2 DE GASPERI,93053300633,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAIVANO IC 3 PARCO VERDE,93053280637,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CAIVANO IC 3 PARCO VERDE,93053280637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAIVANO IC S.M. MILANI,93053310632,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CAIVANO IC S.M. MILANI,93053310632,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALCINATE - ALDO MORO,92015050161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALCIO MARTIRI DELLA RESISTENZA,92015040162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALENZANO,94081300488,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALENZANO,94081300488,Numera Sistemi e Informatica SpA,1265230902
ISTITUTO COMPRENSIVO - CALIMERA,80012440758,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CALIMERA,80012440758,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALO',90122060735,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CALO',90122060735,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALUSCO D'ADDA CAP.,82004810162,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CALUSCO D'ADDA CAP.,82004810162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CALVIZZANO - I.C. MARCO POLO,80101610634,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMIGLIANO,80006580460,Ministero dell'istruzione e del merito,80185250588
"ISTITUTO COMPRENSIVO - CAMPAGNANO VIA B. LESEN,2",97197660588,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPAGNOLA-GALILEI,80016490353,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPI SALENTINA,93115530755,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPO CALABRO-SAN ROBERTO,92031060806,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAMPOSANO - I.C. VIRGILIO,92018720638,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CANELLI,91012920053,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CANELLI,91012920053,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPENA,97198530582,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPOLUOGO BROGNA,82001360807,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPPONI - MILANO,80152350155,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPRAIA LIMITE,91017140483,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CAPRAIA LIMITE,91017140483,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPRI - I.C. NIEVO,82010050639,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CAPRI - I.C. NIEVO,82010050639,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAPRIATE S.G. ' A. MANZONI',82005050164,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARANO - MAZZINI,91107950726,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARAVAGGIO MASTRI CARAVAGGINI,93024430162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARBONIA DELEDDA,90027670927,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDINALE ORESTE GIORGI,95017670589,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CARDINALE ORESTE GIORGI,95017670589,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDITO,90012990645,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDUCCI-SAN VITTORE OLONA,84004470153,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARDUCCI - V. DA FELTRE,92081320803,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CARDUCCI - V. DA FELTRE,92081320803,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARINARO,90033440612,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARINOLA - FALCIANO DEL MASSICO,95014250617,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO AMORE,90012230885,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CARLO AMORE,90012230885,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO DEL PRETE,85007440184,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CARLO DEL PRETE,85007440184,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO LEVI,97198040582,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARLO PIAGGIA,80005100468,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARMINE,80014450565,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CARMINE,80014450565,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARPI 2,90020890365,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARPI ZONA CENTRO,81001240365,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARPI ZONA NORD,81004310363,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CARVICO - E. FERMI,91025980169,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CARVICO - E. FERMI,91025980169,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAL DI PRINC.-C/SO DANTE-DD.2,90033300618,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAL DI PRINC.-SPIR.SANTO-DD.1,90033290611,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASAL DI PRINC.-SPIR.SANTO-DD.1,90033290611,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALE M.TO - IST.COMPR. 1,91030140064,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALE MONFERRATO - NEGRI,91021470066,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALGRANDE,80015350350,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALINI,90121500731,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASALINI,90121500731,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALNUOVO - I.C. ALDO MORO,80103930634,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASALNUOVO - I.C. VIVIANI,93004090630,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASALNUOVO - I.C. VIVIANI,93004090630,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAMICCIOLA - I.C. IBSEN,91005960637,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASAMICCIOLA - I.C. IBSEN,91005960637,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASARANO POLO 1,90018400755,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASARANO POLO 2,90018380759,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASARANO POLO 2,90018380759,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASARANO POLO 3,90018430752,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAVATORE I.C. NICOLA ROMEO,80023560636,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASAVATORE I.C. NICOLA ROMEO,80023560636,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASAZZA,95118860162,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASAZZA,95118860162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASIRATE D'ADDA,93024470168,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASPERIA,80012690576,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASPERIA,80012690576,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASSIODORO - DON BOSCO,92081470806,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTEL DI LAMA ISC 1,92033340446,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTEL DI SANGRO,91008050667,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASTEL DI SANGRO,91008050667,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTEL MADAMA,86001280584,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTEL VOLT.-VILL.COPPOLA-D.D-,93082010617,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELFIDARDO 'MAZZINI',80015050422,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELFIDARDO 'PAOLO SOPRANI',80014390423,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELL'UMBERTO,95008750838,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASTELL'UMBERTO,95008750838,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELLARANO,91094360350,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELLAZZO BORMIDA-POCHETTINO,80008500060,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELLI CAL.- FRA A.DA CALEPIO,95118690163,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELLO DI CISTERNA I.C.,93006510635,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELMASSA,91005170294,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELNOVO DI SOTTO - MARCONI,80014250353,Ministero dell'istruzione e del merito,80185250588
Istituto Comprensivo - Castelnuovo Scrivia Bassa Valle Scrivia,85004070067,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTELVETRO,80010970368,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CASTRONUOVO S. ARCANGELO,82001110764,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CASTRONUOVO S. ARCANGELO,82001110764,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CATONA RADICE ALIGHIERI,92081350800,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAVALLINO,93020870759,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CAVRIAGO 'DON G.DOSSETTI',80016730352,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CEFALU' N. BOTTA,82000590826,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CENCENIGHE AGORDINO,80004120251,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CENCENIGHE AGORDINO,80004120251,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CERCOLA - I.C. CUSTRA,94065440631,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CERCOLA - I.C. GIORDANO,80029740638,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CERNUSCO LOMBARDONE,94018780133,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CERRINA - ISTIT. COMPR.,91018750066,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CERVIGNANO,90020610300,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CERVIGNANO,90020610300,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CESA-CAPOLUOGO -CESA-,90033240616,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CESALPINO,80009080518,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CESARE CHIOMINTO,80012650596,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CESARO',84004480830,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CEVA 'A.MOMIGLIANO',84004490045,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CHERASCO - S. TARICCO,91020970041,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CHIGNOLO PO,90005760187,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CHIGNOLO PO,90005760187,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CHIODI DIONIGIO ROMEO,97198660587,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CHIUDUNO ISTITUTO COMPRENSIVO,95118850163,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CIAMPINO L. DA VINCI,90049400584,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CIFARELLI - SANTARELLA,93423100721,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CIFARELLI - SANTARELLA,93423100721,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CINQUE GIORNATE - MILANO,80114030150,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CIRCOLO DIDATTICO-SC.SEC.IGRADO,93251060724,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CIRCOLO DIDATTICO-SC.SEC.IGRADO,93251060724,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CISANO BERGAMASCO,91025960161,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CISANO BERGAMASCO,91025960161,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CISERANO,93024460169,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CITTADELLA,90015600282,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CLEMENTINA PERONE - LEVI,93423230726,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CLEMENTINA PERONE - LEVI,93423230726,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CLUSONE,90017480162,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COLLEPASSO,90018440751,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COLOGNO AL SERIO 'BRAVI',93044430168,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COMPAGNI/CARDUCCI,94188560489,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COMPAGNI/CARDUCCI,94188560489,Numera Sistemi e Informatica SpA,1265230902
ISTITUTO COMPRENSIVO - COMUNANZA ISC,80008050447,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CONFALONIERI-MILANO,80126910159,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CONSELVE 'NICOLO' TOMMASEO',92249650281,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CONSELVE 'NICOLO' TOMMASEO',92249650281,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CONVENEVOLE,92009300481,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CONVENEVOLE,92009300481,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COPERTINO POLO 1,80012600757,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - COPERTINO POLO 1,80012600757,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COPERTINO POLO 4 'G. FALCONE',80012800753,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CORIGLIANO D'OTRANTO,92012710759,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CORINALDO,92015290429,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CORSANO,90018640756,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - CORSANO,90018640756,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - CORTINA D'AMPEZZO,81002110252,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COVERCIANO,94188630480,ARGO SOFTWARE SRL,838520880
ISTITUTO COMPRENSIVO - COVERCIANO,94188630480,Ministero dell'istruzione e del merito,80185250588
ISTITUTO COMPRENSIVO - COVO - L. LOTTO,92015100164,Ministero dell'istruzione e del merito,80185250588
